id,title,price,category,rating,created_at,updated_at
626,Fool Me Once,16.96,Books,1,2025-07-07 16:29:14.124997+00,2025-07-07 16:29:14.124997+00
627,Find Her (Detective D.D. Warren #8),22.37,Books,1,2025-07-07 16:29:14.44018+00,2025-07-07 16:29:14.44018+00
628,Evicted: Poverty and Profit in the American City,42.27,Books,1,2025-07-07 16:29:14.731272+00,2025-07-07 16:29:14.731272+00
629,Drama,38.70,Books,2,2025-07-07 16:29:15.05485+00,2025-07-07 16:29:15.05485+00
630,Dracula the Un-Dead,35.63,Books,5,2025-07-07 16:29:15.358202+00,2025-07-07 16:29:15.358202+00
631,Digital Fortress,58.00,Books,5,2025-07-07 16:29:15.679854+00,2025-07-07 16:29:15.679854+00
632,"Death Note, Vol. 5: Whiteout (Death Note #5)",52.41,Books,1,2025-07-07 16:29:15.993335+00,2025-07-07 16:29:15.993335+00
633,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35,Books,3,2025-07-07 16:29:16.311233+00,2025-07-07 16:29:16.311233+00
634,Critique of Pure Reason,20.75,Books,1,2025-07-07 16:29:16.615916+00,2025-07-07 16:29:16.615916+00
635,Booked,17.49,Books,5,2025-07-07 16:29:16.921662+00,2025-07-07 16:29:16.921662+00
636,"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,Books,5,2025-07-07 16:29:17.226045+00,2025-07-07 16:29:17.226045+00
637,Approval Junkie: Adventures in Caring Too Much,58.81,Books,5,2025-07-07 16:29:17.531313+00,2025-07-07 16:29:17.531313+00
638,An Abundance of Katherines,10.00,Books,5,2025-07-07 16:29:17.839267+00,2025-07-07 16:29:17.839267+00
639,America's War for the Greater Middle East: A Military History,51.22,Books,2,2025-07-07 16:29:18.143607+00,2025-07-07 16:29:18.143607+00
640,Alight (The Generations Trilogy #2),58.59,Books,4,2025-07-07 16:29:18.454396+00,2025-07-07 16:29:18.454396+00
641,A Girl's Guide to Moving On (New Beginnings #2),31.30,Books,1,2025-07-07 16:29:18.770809+00,2025-07-07 16:29:18.770809+00
642,A Game of Thrones (A Song of Ice and Fire #1),46.42,Books,2,2025-07-07 16:29:19.117775+00,2025-07-07 16:29:19.117775+00
643,A Feast for Crows (A Song of Ice and Fire #4),17.21,Books,4,2025-07-07 16:29:19.409729+00,2025-07-07 16:29:19.409729+00
644,A Clash of Kings (A Song of Ice and Fire #2),10.79,Books,3,2025-07-07 16:29:19.724846+00,2025-07-07 16:29:19.724846+00
645,Vogue Colors A to Z: A Fashion Coloring Book,52.35,Books,4,2025-07-07 16:29:20.027989+00,2025-07-07 16:29:20.027989+00
646,The Shining (The Shining #1),27.88,Books,3,2025-07-07 16:29:20.350793+00,2025-07-07 16:29:20.350793+00
647,The Pilgrim's Progress,50.26,Books,2,2025-07-07 16:29:20.670631+00,2025-07-07 16:29:20.670631+00
648,The Perfect Play (Play by Play #1),59.99,Books,3,2025-07-07 16:29:20.976776+00,2025-07-07 16:29:20.976776+00
649,The Passion of Dolssa,28.32,Books,5,2025-07-07 16:29:21.285187+00,2025-07-07 16:29:21.285187+00
650,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,Books,3,2025-07-07 16:29:21.60016+00,2025-07-07 16:29:21.60016+00
651,The Hunger Games (The Hunger Games #1),29.85,Books,5,2025-07-07 16:29:21.91163+00,2025-07-07 16:29:21.91163+00
652,The Hound of the Baskervilles (Sherlock Holmes #5),14.82,Books,2,2025-07-07 16:29:22.203431+00,2025-07-07 16:29:22.203431+00
653,The Gunning of America: Business and the Making of American Gun Culture,16.81,Books,4,2025-07-07 16:29:22.509615+00,2025-07-07 16:29:22.509615+00
654,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,Books,2,2025-07-07 16:29:22.804167+00,2025-07-07 16:29:22.804167+00
655,The Demonists (Demonist #1),52.11,Books,2,2025-07-07 16:29:23.129559+00,2025-07-07 16:29:23.129559+00
656,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",27.88,Books,2,2025-07-07 16:29:23.44936+00,2025-07-07 16:29:23.44936+00
657,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,Books,3,2025-07-07 16:29:23.77066+00,2025-07-07 16:29:23.77066+00
658,The Beast (Black Dagger Brotherhood #14),46.08,Books,5,2025-07-07 16:29:24.064284+00,2025-07-07 16:29:24.064284+00
659,Some Women,13.73,Books,5,2025-07-07 16:29:24.373869+00,2025-07-07 16:29:24.373869+00
660,Shopaholic Ties the Knot (Shopaholic #3),48.39,Books,5,2025-07-07 16:29:24.679699+00,2025-07-07 16:29:24.679699+00
661,Paper and Fire (The Great Library #2),49.45,Books,5,2025-07-07 16:29:24.981588+00,2025-07-07 16:29:24.981588+00
662,Outlander (Outlander #1),19.67,Books,5,2025-07-07 16:29:25.367067+00,2025-07-07 16:29:25.367067+00
663,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,Books,3,2025-07-07 16:29:25.677059+00,2025-07-07 16:29:25.677059+00
664,No One Here Gets Out Alive,20.02,Books,5,2025-07-07 16:29:25.999247+00,2025-07-07 16:29:25.999247+00
665,Night Shift (Night Shift #1-20),12.75,Books,4,2025-07-07 16:29:26.30104+00,2025-07-07 16:29:26.30104+00
666,Needful Things,47.51,Books,4,2025-07-07 16:29:26.613073+00,2025-07-07 16:29:26.613073+00
667,Mockingjay (The Hunger Games #3),20.44,Books,4,2025-07-07 16:29:26.930888+00,2025-07-07 16:29:26.930888+00
668,Misery,34.79,Books,2,2025-07-07 16:29:27.246179+00,2025-07-07 16:29:27.246179+00
669,Little Women (Little Women #1),28.07,Books,4,2025-07-07 16:29:27.562225+00,2025-07-07 16:29:27.562225+00
670,It,25.01,Books,3,2025-07-07 16:29:27.905318+00,2025-07-07 16:29:27.905318+00
671,Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.90,Books,3,2025-07-07 16:29:28.200232+00,2025-07-07 16:29:28.200232+00
672,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,Books,4,2025-07-07 16:29:28.495236+00,2025-07-07 16:29:28.495236+00
673,Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,Books,4,2025-07-07 16:29:28.796795+00,2025-07-07 16:29:28.796795+00
674,Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,Books,5,2025-07-07 16:29:29.119706+00,2025-07-07 16:29:29.119706+00
675,Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,Books,1,2025-07-07 16:29:29.413894+00,2025-07-07 16:29:29.413894+00
676,Gone with the Wind,32.49,Books,3,2025-07-07 16:29:29.712391+00,2025-07-07 16:29:29.712391+00
677,God Is Not Great: How Religion Poisons Everything,27.80,Books,1,2025-07-07 16:29:30.010683+00,2025-07-07 16:29:30.010683+00
678,Girl With a Pearl Earring,26.77,Books,1,2025-07-07 16:29:30.306124+00,2025-07-07 16:29:30.306124+00
679,"Fruits Basket, Vol. 4 (Fruits Basket #4)",50.44,Books,4,2025-07-07 16:29:30.610074+00,2025-07-07 16:29:30.610074+00
680,Far From True (Promise Falls Trilogy #2),34.93,Books,2,2025-07-07 16:29:30.918178+00,2025-07-07 16:29:30.918178+00
681,Dark Lover (Black Dagger Brotherhood #1),12.87,Books,1,2025-07-07 16:29:31.216604+00,2025-07-07 16:29:31.216604+00
682,Confessions of a Shopaholic (Shopaholic #1),48.94,Books,2,2025-07-07 16:29:31.528212+00,2025-07-07 16:29:31.528212+00
683,Changing the Game (Play by Play #2),13.38,Books,3,2025-07-07 16:29:31.824961+00,2025-07-07 16:29:31.824961+00
684,Candide,58.63,Books,3,2025-07-07 16:29:32.129444+00,2025-07-07 16:29:32.129444+00
685,Can You Keep a Secret?,21.94,Books,1,2025-07-07 16:29:32.442187+00,2025-07-07 16:29:32.442187+00
686,Atlas Shrugged,26.58,Books,5,2025-07-07 16:29:32.734123+00,2025-07-07 16:29:32.734123+00
687,Animal Farm,57.22,Books,3,2025-07-07 16:29:33.028642+00,2025-07-07 16:29:33.028642+00
688,A Walk to Remember,56.43,Books,1,2025-07-07 16:29:33.327108+00,2025-07-07 16:29:33.327108+00
689,A New Earth: Awakening to Your Life's Purpose,55.65,Books,5,2025-07-07 16:29:33.625834+00,2025-07-07 16:29:33.625834+00
690,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,Books,1,2025-07-07 16:29:33.926444+00,2025-07-07 16:29:33.926444+00
691,'Salem's Lot,49.56,Books,4,2025-07-07 16:29:34.216494+00,2025-07-07 16:29:34.216494+00
692,Zero History (Blue Ant #3),34.77,Books,1,2025-07-07 16:29:34.509236+00,2025-07-07 16:29:34.509236+00
693,Wuthering Heights,17.73,Books,3,2025-07-07 16:29:34.826733+00,2025-07-07 16:29:34.826733+00
694,World War Z: An Oral History of the Zombie War,21.80,Books,1,2025-07-07 16:29:35.129868+00,2025-07-07 16:29:35.129868+00
695,Wild: From Lost to Found on the Pacific Crest Trail,46.02,Books,3,2025-07-07 16:29:35.421569+00,2025-07-07 16:29:35.421569+00
696,"Where'd You Go, Bernadette",18.13,Books,1,2025-07-07 16:29:35.737272+00,2025-07-07 16:29:35.737272+00
697,When You Are Engulfed in Flames,30.89,Books,5,2025-07-07 16:29:36.031548+00,2025-07-07 16:29:36.031548+00
698,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,Books,3,2025-07-07 16:29:36.331452+00,2025-07-07 16:29:36.331452+00
699,We Are All Completely Beside Ourselves,24.04,Books,1,2025-07-07 16:29:36.629809+00,2025-07-07 16:29:36.629809+00
700,Walk the Edge (Thunder Road #2),32.36,Books,3,2025-07-07 16:29:36.943313+00,2025-07-07 16:29:36.943313+00
701,Voyager (Outlander #3),21.07,Books,5,2025-07-07 16:29:37.253351+00,2025-07-07 16:29:37.253351+00
702,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,Books,3,2025-07-07 16:29:37.588619+00,2025-07-07 16:29:37.588619+00
703,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,Books,2,2025-07-07 16:29:37.88897+00,2025-07-07 16:29:37.88897+00
704,"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,Books,1,2025-07-07 16:29:38.188503+00,2025-07-07 16:29:38.188503+00
705,Under the Banner of Heaven: A Story of Violent Faith,30.00,Books,1,2025-07-07 16:29:38.510156+00,2025-07-07 16:29:38.510156+00
706,Two Boys Kissing,32.74,Books,2,2025-07-07 16:29:38.836192+00,2025-07-07 16:29:38.836192+00
707,Twilight (Twilight #1),41.93,Books,2,2025-07-07 16:29:39.142394+00,2025-07-07 16:29:39.142394+00
708,Twenties Girl,42.80,Books,2,2025-07-07 16:29:39.483648+00,2025-07-07 16:29:39.483648+00
709,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,Books,1,2025-07-07 16:29:39.878485+00,2025-07-07 16:29:39.878485+00
710,Three-Martini Lunch,23.21,Books,3,2025-07-07 16:29:40.173364+00,2025-07-07 16:29:40.173364+00
711,"Thinking, Fast and Slow",21.14,Books,1,2025-07-07 16:29:40.469407+00,2025-07-07 16:29:40.469407+00
712,The Wild Robot,56.07,Books,3,2025-07-07 16:29:40.78601+00,2025-07-07 16:29:40.78601+00
713,"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",14.41,Books,3,2025-07-07 16:29:41.09493+00,2025-07-07 16:29:41.09493+00
714,The Undomestic Goddess,45.75,Books,4,2025-07-07 16:29:41.402197+00,2025-07-07 16:29:41.402197+00
715,The Travelers,15.77,Books,1,2025-07-07 16:29:41.695774+00,2025-07-07 16:29:41.695774+00
716,The Tipping Point: How Little Things Can Make a Big Difference,10.02,Books,2,2025-07-07 16:29:41.992151+00,2025-07-07 16:29:41.992151+00
717,The Thing About Jellyfish,48.77,Books,1,2025-07-07 16:29:42.297023+00,2025-07-07 16:29:42.297023+00
718,The Stand,57.86,Books,2,2025-07-07 16:29:42.588189+00,2025-07-07 16:29:42.588189+00
719,The Smitten Kitchen Cookbook,23.59,Books,1,2025-07-07 16:29:42.888142+00,2025-07-07 16:29:42.888142+00
720,The Silkworm (Cormoran Strike #2),23.05,Books,5,2025-07-07 16:29:43.170736+00,2025-07-07 16:29:43.170736+00
721,"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",55.55,Books,5,2025-07-07 16:29:43.459382+00,2025-07-07 16:29:43.459382+00
722,The Rose & the Dagger (The Wrath and the Dawn #2),58.64,Books,4,2025-07-07 16:29:43.772696+00,2025-07-07 16:29:43.772696+00
723,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,Books,1,2025-07-07 16:29:44.070132+00,2025-07-07 16:29:44.070132+00
724,The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,Books,3,2025-07-07 16:29:44.426235+00,2025-07-07 16:29:44.426235+00
725,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,Books,1,2025-07-07 16:29:44.720957+00,2025-07-07 16:29:44.720957+00
726,The Rest Is Noise: Listening to the Twentieth Century,34.77,Books,1,2025-07-07 16:29:45.017094+00,2025-07-07 16:29:45.017094+00
727,The Red Tent,35.66,Books,5,2025-07-07 16:29:45.304431+00,2025-07-07 16:29:45.304431+00
728,The Purpose Driven Life: What on Earth Am I Here for?,37.19,Books,3,2025-07-07 16:29:45.596753+00,2025-07-07 16:29:45.596753+00
729,The Purest Hook (Second Circle Tattoos #3),12.25,Books,1,2025-07-07 16:29:45.896663+00,2025-07-07 16:29:45.896663+00
730,The Picture of Dorian Gray,29.70,Books,2,2025-07-07 16:29:46.203582+00,2025-07-07 16:29:46.203582+00
731,The Paris Wife,36.80,Books,3,2025-07-07 16:29:46.508878+00,2025-07-07 16:29:46.508878+00
732,The Obsession,45.43,Books,1,2025-07-07 16:29:46.806348+00,2025-07-07 16:29:46.806348+00
733,The Nightingale,26.26,Books,4,2025-07-07 16:29:47.103447+00,2025-07-07 16:29:47.103447+00
734,The New Guy (and Other Senior Year Distractions),44.92,Books,3,2025-07-07 16:29:47.407638+00,2025-07-07 16:29:47.407638+00
735,The Nanny Diaries (Nanny #1),52.53,Books,5,2025-07-07 16:29:47.699575+00,2025-07-07 16:29:47.699575+00
736,The Name of God is Mercy,37.25,Books,2,2025-07-07 16:29:48.0108+00,2025-07-07 16:29:48.0108+00
737,The Maze Runner (The Maze Runner #1),20.93,Books,1,2025-07-07 16:29:48.317196+00,2025-07-07 16:29:48.317196+00
738,The Lover's Dictionary,58.09,Books,2,2025-07-07 16:29:48.619357+00,2025-07-07 16:29:48.619357+00
739,The Lonely Ones,43.59,Books,5,2025-07-07 16:29:48.907988+00,2025-07-07 16:29:48.907988+00
740,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,Books,3,2025-07-07 16:29:49.213022+00,2025-07-07 16:29:49.213022+00
741,The Last Painting of Sara de Vos,55.55,Books,2,2025-07-07 16:29:49.511713+00,2025-07-07 16:29:49.511713+00
742,"The Land of 10,000 Madonnas",29.64,Books,4,2025-07-07 16:29:49.805805+00,2025-07-07 16:29:49.805805+00
743,The Infinities,27.41,Books,1,2025-07-07 16:29:50.096766+00,2025-07-07 16:29:50.096766+00
744,The Husband's Secret,52.51,Books,5,2025-07-07 16:29:50.398944+00,2025-07-07 16:29:50.398944+00
745,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.80,Books,3,2025-07-07 16:29:50.701096+00,2025-07-07 16:29:50.701096+00
746,The Guns of August,14.54,Books,2,2025-07-07 16:29:50.995508+00,2025-07-07 16:29:50.995508+00
747,The Guernsey Literary and Potato Peel Pie Society,49.53,Books,1,2025-07-07 16:29:51.307789+00,2025-07-07 16:29:51.307789+00
748,The Goldfinch,43.58,Books,3,2025-07-07 16:29:51.598923+00,2025-07-07 16:29:51.598923+00
749,The Giver (The Giver Quartet #1),12.30,Books,1,2025-07-07 16:29:51.897433+00,2025-07-07 16:29:51.897433+00
750,The Girl with All the Gifts,49.47,Books,3,2025-07-07 16:29:52.198896+00,2025-07-07 16:29:52.198896+00
751,The Girl Who Played with Fire (Millennium Trilogy #2),22.14,Books,2,2025-07-07 16:29:52.50974+00,2025-07-07 16:29:52.50974+00
752,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,Books,1,2025-07-07 16:29:52.83032+00,2025-07-07 16:29:52.83032+00
753,The Exiled,43.45,Books,3,2025-07-07 16:29:55.161186+00,2025-07-07 16:29:55.161186+00
754,"The End of Faith: Religion, Terror, and the Future of Reason",22.13,Books,4,2025-07-07 16:29:55.460597+00,2025-07-07 16:29:55.460597+00
755,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,Books,4,2025-07-07 16:29:55.762221+00,2025-07-07 16:29:55.762221+00
756,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,Books,5,2025-07-07 16:29:56.047831+00,2025-07-07 16:29:56.047831+00
757,The Devil Wears Prada (The Devil Wears Prada #1),44.29,Books,1,2025-07-07 16:29:56.335957+00,2025-07-07 16:29:56.335957+00
758,The Demon-Haunted World: Science as a Candle in the Dark,52.25,Books,4,2025-07-07 16:29:56.622709+00,2025-07-07 16:29:56.622709+00
759,The Day the Crayons Came Home (Crayons),26.33,Books,5,2025-07-07 16:29:56.912636+00,2025-07-07 16:29:56.912636+00
760,The Da Vinci Code (Robert Langdon #2),22.96,Books,2,2025-07-07 16:29:57.226113+00,2025-07-07 16:29:57.226113+00
761,The Cuckoo's Calling (Cormoran Strike #1),19.21,Books,1,2025-07-07 16:29:57.521779+00,2025-07-07 16:29:57.521779+00
762,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),26.78,Books,4,2025-07-07 16:29:57.816985+00,2025-07-07 16:29:57.816985+00
763,The Complete Poems,41.32,Books,5,2025-07-07 16:29:58.117639+00,2025-07-07 16:29:58.117639+00
764,The Catcher in the Rye,24.55,Books,1,2025-07-07 16:29:58.396787+00,2025-07-07 16:29:58.396787+00
765,The Cat in the Hat (Beginner Books B-1),16.26,Books,2,2025-07-07 16:29:58.687876+00,2025-07-07 16:29:58.687876+00
766,The Case for Christ (Cases for Christianity),47.84,Books,1,2025-07-07 16:29:58.980745+00,2025-07-07 16:29:58.980745+00
767,The Book Thief,53.49,Books,2,2025-07-07 16:29:59.276787+00,2025-07-07 16:29:59.276787+00
768,The Book of Basketball: The NBA According to The Sports Guy,44.84,Books,5,2025-07-07 16:29:59.580467+00,2025-07-07 16:29:59.580467+00
769,The Blind Side: Evolution of a Game,53.71,Books,5,2025-07-07 16:29:59.865514+00,2025-07-07 16:29:59.865514+00
770,The Autobiography of Malcolm X,23.43,Books,2,2025-07-07 16:30:00.156248+00,2025-07-07 16:30:00.156248+00
771,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,Books,3,2025-07-07 16:30:00.438917+00,2025-07-07 16:30:00.438917+00
772,The Art of Fielding,22.10,Books,1,2025-07-07 16:30:00.727577+00,2025-07-07 16:30:00.727577+00
773,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,Books,2,2025-07-07 16:30:01.025481+00,2025-07-07 16:30:01.025481+00
774,Stiff: The Curious Lives of Human Cadavers,36.74,Books,3,2025-07-07 16:30:01.324453+00,2025-07-07 16:30:01.324453+00
775,Spilled Milk: Based on a True Story,49.51,Books,1,2025-07-07 16:30:01.600721+00,2025-07-07 16:30:01.600721+00
776,Something Borrowed (Darcy & Rachel #1),48.96,Books,5,2025-07-07 16:30:01.89428+00,2025-07-07 16:30:01.89428+00
777,Something Blue (Darcy & Rachel #2),54.62,Books,1,2025-07-07 16:30:02.193657+00,2025-07-07 16:30:02.193657+00
778,Soldier (Talon #3),24.72,Books,2,2025-07-07 16:30:02.488441+00,2025-07-07 16:30:02.488441+00
779,Shopaholic & Baby (Shopaholic #5),46.45,Books,2,2025-07-07 16:30:02.794063+00,2025-07-07 16:30:02.794063+00
780,Seven Days in the Art World,52.33,Books,2,2025-07-07 16:30:03.104433+00,2025-07-07 16:30:03.104433+00
781,Seven Brief Lessons on Physics,30.60,Books,4,2025-07-07 16:30:03.432275+00,2025-07-07 16:30:03.432275+00
782,Scarlet (The Lunar Chronicles #2),14.57,Books,4,2025-07-07 16:30:03.733195+00,2025-07-07 16:30:03.733195+00
783,Sarah's Key,46.29,Books,1,2025-07-07 16:30:04.031389+00,2025-07-07 16:30:04.031389+00
784,"Saga, Volume 3 (Saga (Collected Editions) #3)",21.57,Books,5,2025-07-07 16:30:04.397271+00,2025-07-07 16:30:04.397271+00
785,Running with Scissors,12.91,Books,4,2025-07-07 16:30:04.705251+00,2025-07-07 16:30:04.705251+00
786,Rogue Lawyer (Rogue Lawyer #1),50.11,Books,3,2025-07-07 16:30:05.000556+00,2025-07-07 16:30:05.000556+00
787,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,Books,4,2025-07-07 16:30:05.284685+00,2025-07-07 16:30:05.284685+00
788,Rework,44.88,Books,2,2025-07-07 16:30:05.587702+00,2025-07-07 16:30:05.587702+00
789,Reservations for Two,11.10,Books,3,2025-07-07 16:30:05.887294+00,2025-07-07 16:30:05.887294+00
790,Red: The True Story of Red Riding Hood,28.54,Books,3,2025-07-07 16:30:06.205114+00,2025-07-07 16:30:06.205114+00
791,Ready Player One,19.07,Books,4,2025-07-07 16:30:06.510092+00,2025-07-07 16:30:06.510092+00
792,Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,Books,1,2025-07-07 16:30:06.8149+00,2025-07-07 16:30:06.8149+00
793,Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),43.63,Books,3,2025-07-07 16:30:07.100207+00,2025-07-07 16:30:07.100207+00
794,Persepolis: The Story of a Childhood (Persepolis #1-2),39.13,Books,1,2025-07-07 16:30:07.408303+00,2025-07-07 16:30:07.408303+00
795,Packing for Mars: The Curious Science of Life in the Void,56.68,Books,2,2025-07-07 16:30:07.717383+00,2025-07-07 16:30:07.717383+00
796,Outliers: The Story of Success,14.16,Books,1,2025-07-07 16:30:08.018116+00,2025-07-07 16:30:08.018116+00
797,Original Fake,31.45,Books,3,2025-07-07 16:30:08.310276+00,2025-07-07 16:30:08.310276+00
798,Orange Is the New Black,24.61,Books,2,2025-07-07 16:30:08.616455+00,2025-07-07 16:30:08.616455+00
799,One for the Money (Stephanie Plum #1),32.87,Books,2,2025-07-07 16:30:08.929115+00,2025-07-07 16:30:08.929115+00
800,Notes from a Small Island (Notes From a Small Island #1),40.17,Books,1,2025-07-07 16:30:09.222929+00,2025-07-07 16:30:09.222929+00
801,Night (The Night Trilogy #1),13.51,Books,1,2025-07-07 16:30:09.515377+00,2025-07-07 16:30:09.515377+00
802,Neither Here nor There: Travels in Europe,38.95,Books,3,2025-07-07 16:30:09.840511+00,2025-07-07 16:30:09.840511+00
803,Naked,31.69,Books,3,2025-07-07 16:30:10.145539+00,2025-07-07 16:30:10.145539+00
804,Morning Star (Red Rising #3),29.40,Books,1,2025-07-07 16:30:10.446898+00,2025-07-07 16:30:10.446898+00
805,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,Books,1,2025-07-07 16:30:10.762106+00,2025-07-07 16:30:10.762106+00
806,Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,Books,2,2025-07-07 16:30:11.081078+00,2025-07-07 16:30:11.081078+00
807,Me Talk Pretty One Day,57.60,Books,2,2025-07-07 16:30:11.520279+00,2025-07-07 16:30:11.520279+00
808,Manuscript Found in Accra,34.98,Books,2,2025-07-07 16:30:11.822088+00,2025-07-07 16:30:11.822088+00
809,Lust & Wonder,11.87,Books,2,2025-07-07 16:30:12.132887+00,2025-07-07 16:30:12.132887+00
810,Lila (Gilead #3),12.47,Books,3,2025-07-07 16:30:12.448759+00,2025-07-07 16:30:12.448759+00
811,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,Books,2,2025-07-07 16:30:12.755771+00,2025-07-07 16:30:12.755771+00
812,Life Without a Recipe,59.04,Books,5,2025-07-07 16:30:13.06311+00,2025-07-07 16:30:13.06311+00
813,Life After Life,26.13,Books,2,2025-07-07 16:30:13.371193+00,2025-07-07 16:30:13.371193+00
814,Letter to a Christian Nation,22.20,Books,1,2025-07-07 16:30:13.666179+00,2025-07-07 16:30:13.666179+00
815,Let's Pretend This Never Happened: A Mostly True Memoir,45.11,Books,1,2025-07-07 16:30:13.991889+00,2025-07-07 16:30:13.991889+00
816,Legend (Legend #1),43.69,Books,4,2025-07-07 16:30:14.286305+00,2025-07-07 16:30:14.286305+00
817,"Lean In: Women, Work, and the Will to Lead",25.02,Books,1,2025-07-07 16:30:14.593941+00,2025-07-07 16:30:14.593941+00
818,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.50,Books,5,2025-07-07 16:30:14.894037+00,2025-07-07 16:30:14.894037+00
819,Lady Renegades (Rebel Belle #3),53.04,Books,5,2025-07-07 16:30:15.201416+00,2025-07-07 16:30:15.201416+00
820,Jurassic Park (Jurassic Park #1),44.97,Books,1,2025-07-07 16:30:15.509231+00,2025-07-07 16:30:15.509231+00
821,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,Books,1,2025-07-07 16:30:15.822286+00,2025-07-07 16:30:15.822286+00
822,Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,Books,3,2025-07-07 16:30:16.143744+00,2025-07-07 16:30:16.143744+00
823,Into the Wild,56.70,Books,5,2025-07-07 16:30:16.490534+00,2025-07-07 16:30:16.490534+00
824,Inferno (Robert Langdon #4),41.00,Books,5,2025-07-07 16:30:16.805564+00,2025-07-07 16:30:16.805564+00
825,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,Books,3,2025-07-07 16:30:17.132685+00,2025-07-07 16:30:17.132685+00
826,If I Run (If I Run #1),49.97,Books,4,2025-07-07 16:30:17.43123+00,2025-07-07 16:30:17.43123+00
827,I've Got Your Number,19.69,Books,1,2025-07-07 16:30:17.827772+00,2025-07-07 16:30:17.827772+00
828,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,Books,2,2025-07-07 16:30:18.126437+00,2025-07-07 16:30:18.126437+00
829,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,Books,3,2025-07-07 16:30:18.419832+00,2025-07-07 16:30:18.419832+00
830,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.70,Books,2,2025-07-07 16:30:18.732955+00,2025-07-07 16:30:18.732955+00
831,House of Leaves,54.89,Books,1,2025-07-07 16:30:19.039249+00,2025-07-07 16:30:19.039249+00
832,Horrible Bear!,37.52,Books,2,2025-07-07 16:30:19.340939+00,2025-07-07 16:30:19.340939+00
833,Holidays on Ice,51.07,Books,2,2025-07-07 16:30:19.702888+00,2025-07-07 16:30:19.702888+00
834,Heir to the Sky,44.07,Books,4,2025-07-07 16:30:20.027057+00,2025-07-07 16:30:20.027057+00
835,Green Eggs and Ham (Beginner Books B-16),10.79,Books,4,2025-07-07 16:30:20.366393+00,2025-07-07 16:30:20.366393+00
836,"Grayson, Vol 3: Nemesis (Grayson #3)",42.72,Books,1,2025-07-07 16:30:20.668733+00,2025-07-07 16:30:20.668733+00
837,Gratitude,26.66,Books,5,2025-07-07 16:30:20.973554+00,2025-07-07 16:30:20.973554+00
